,clust,Customer ID,Avg Monthly Long Distance Charges,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check
5975,2,1172-VIYBP,27.93,69.7,3686.05,0.0,0,1480.29,5166.34,1,0,0,0,0,0,1,0,1,0,0
5976,0,6559-PDZLR,37.0,98.65,2537.0,0.0,0,962.0,3499.0,1,0,0,0,0,0,0,1,1,0,0
5977,1,8992-OBVDG,39.85,61.65,1393.6,0.0,0,836.85,2230.45,0,0,0,0,1,0,1,0,0,1,0
5978,0,4273-MBHYA,5.36,89.35,89.35,0.0,0,5.36,94.71,1,0,0,0,0,0,0,1,1,0,0
5979,0,4724-WXVWF,4.15,95.4,4445.3,0.0,0,199.20000000000002,4644.5,1,0,0,0,0,0,0,1,1,0,0
5980,1,5701-GUXDC,0.0,35.4,978.6,0.0,0,0.0,978.6,1,0,0,0,0,0,1,0,0,1,0
5981,1,1460-UZPRJ,30.14,19.95,1258.15,0.0,0,1808.4,3066.55,1,0,0,0,0,0,1,0,0,1,0
5982,1,6082-GLJIX,31.33,19.25,331.35,0.0,0,563.9399999999999,895.29,0,0,0,0,1,0,1,0,0,1,0
5983,3,2495-TTHBQ,32.15,20.4,84.75,0.0,0,128.6,213.35,1,0,0,0,0,0,0,1,0,1,0
5984,1,0485-ZBSLN,36.5,24.75,1715.1,0.0,0,2372.5,4087.6,1,0,0,0,0,0,1,0,0,1,0
5985,1,3810-PJUHR,10.46,25.35,1715.15,0.0,0,732.2,2447.3500000000004,0,1,0,0,0,0,1,0,0,1,0
5986,2,0847-HGRML,24.48,20.0,1250.1,0.0,0,1517.76,2767.8599999999997,1,0,0,0,0,0,1,0,1,0,0
5987,0,8232-CTLKO,8.39,59.75,3996.8,0.0,0,553.74,4550.54,0,1,0,0,0,0,0,1,1,0,0
5988,0,9227-YBAXE,4.75,82.5,5215.1,0.0,40,308.75,5563.85,0,0,1,0,0,0,0,1,1,0,0
5989,1,9860-LISIZ,36.75,20.35,673.2,0.0,0,1249.5,1922.7,1,0,0,0,0,0,1,0,0,1,0
5990,0,0112-QAWRZ,48.71,90.8,1442.2,0.0,0,779.36,2221.56,0,0,0,0,1,0,0,1,1,0,0
5991,0,4043-MKDTV,37.69,105.25,7291.75,0.0,0,2675.99,9967.74,0,1,0,0,0,0,0,1,1,0,0
5992,1,9229-RQABD,12.97,23.75,424.5,0.0,0,233.46,657.96,0,0,0,0,1,0,1,0,0,1,0
5993,0,8313-KTIHG,37.7,61.3,249.4,0.0,10,150.8,410.2,1,0,0,0,0,0,0,1,1,0,0
5994,1,5320-BRKGK,2.87,75.8,4415.75,0.0,0,166.46,4582.21,0,0,1,0,0,0,1,0,0,1,0
5995,0,6284-KMNUF,37.5,98.0,5270.6,0.0,0,2100.0,7370.6,0,0,1,0,0,0,0,1,1,0,0
5996,3,6229-UOLQL,0.0,52.0,2884.9,0.0,0,0.0,2884.9,0,0,1,0,0,0,0,1,0,1,0
5997,3,3137-LUPIX,1.1,64.4,253.0,0.0,0,4.4,257.4,1,0,0,0,0,0,0,1,0,1,0
5998,3,6143-JQKEA,15.45,45.8,436.2,0.0,0,154.5,590.7,1,0,0,0,0,0,0,1,0,1,0
5999,2,8676-OOQEJ,0.0,30.5,118.4,0.0,0,0.0,118.4,1,0,0,0,0,0,1,0,1,0,0
6000,1,9701-CDXHR,45.76,69.15,3649.6,0.0,110,2333.7599999999998,6093.36,0,0,1,0,0,0,1,0,0,1,0
6001,3,8124-NZVGJ,0.0,49.25,255.6,0.0,0,0.0,255.6,1,0,0,0,0,0,0,1,0,1,0
6002,2,2162-FRZAA,0.0,39.35,2395.05,0.0,0,0.0,2395.05,0,0,1,0,0,0,1,0,1,0,0
6003,3,5118-MUEYH,39.25,105.1,5083.55,0.0,0,1884.0,6967.55,0,0,1,0,0,0,0,1,0,1,0
6004,3,5627-TVBPP,25.52,20.1,644.5,0.0,0,893.1999999999999,1537.6999999999998,1,0,0,0,0,0,0,1,0,1,0
6005,1,3936-QQFLL,1.97,19.75,39.3,0.0,0,3.94,43.239999999999995,1,0,0,0,0,0,1,0,0,1,0
6006,2,2589-AYCRP,37.95,19.75,989.05,0.0,0,1897.5000000000002,2886.55,0,0,1,0,0,0,1,0,1,0,0
6007,0,4067-HLYQI,49.45,70.4,2406.1,0.0,60,1631.8500000000001,4097.95,1,0,0,0,0,0,0,1,1,0,0
6008,1,5124-EOGYE,34.57,20.45,638.55,0.0,0,1071.67,1710.22,1,0,0,0,0,0,1,0,0,1,0
6009,1,5057-RKGLH,30.83,20.35,191.1,0.0,0,277.46999999999997,468.56999999999994,1,0,0,0,0,0,1,0,0,1,0
6010,0,0292-WEGCH,4.33,86.2,4524.05,0.0,0,233.82,4757.87,0,0,1,0,0,0,0,1,1,0,0
6011,3,8910-ICHIU,30.6,95.65,4664.2,0.0,0,1407.6000000000001,6071.8,0,0,1,0,0,0,0,1,0,1,0
6012,0,4097-YODCF,4.28,103.8,3470.8,0.0,0,145.52,3616.32,0,0,0,1,0,0,0,1,1,0,0
6013,0,9715-WZCLW,39.09,97.2,6910.3,0.0,0,2775.3900000000003,9685.69,0,1,0,0,0,0,0,1,1,0,0
6014,1,9786-YWNHU,1.18,63.55,4014.2,0.0,90,74.33999999999999,4178.54,0,0,1,0,0,0,1,0,0,1,0
6015,2,6407-GSJNL,44.35,24.95,1288.0,0.0,0,2261.85,3549.85,0,0,1,0,0,0,1,0,1,0,0
6016,0,4049-ZPALD,35.92,99.0,6375.8,0.0,0,2298.88,8674.68,0,0,1,0,0,0,0,1,1,0,0
6017,3,6833-JMZYP,15.28,94.0,1505.45,0.0,0,229.2,1734.65,1,0,0,0,0,0,0,1,0,1,0
6018,0,1310-QRITU,38.32,50.3,913.3,0.0,0,689.76,1603.06,1,0,0,0,0,0,0,1,1,0,0
6019,0,8961-QDZZJ,42.18,95.0,5535.8,0.0,0,2404.2599999999998,7940.0599999999995,0,0,1,0,0,0,0,1,1,0,0
6020,0,9715-SBVSU,10.74,61.4,815.55,0.0,20,150.36,985.91,1,0,0,0,0,0,0,1,1,0,0
6021,1,7929-SKFGK,21.68,114.3,8244.3,0.0,0,1517.6,9761.9,0,1,0,0,0,0,1,0,0,1,0
6022,1,2300-RQGOI,41.63,20.05,741.5,0.0,0,1581.94,2323.44,0,0,0,1,0,0,1,0,0,1,0
6023,1,3563-SVYLG,36.51,62.65,4375.8,0.0,0,2482.68,6858.48,0,1,0,0,0,0,1,0,0,1,0
6024,2,4998-IKFSE,34.49,100.45,3096.9,0.0,80,1034.7,4211.6,0,0,0,1,0,0,1,0,1,0,0
6025,0,8630-QSGXK,9.99,75.2,3901.25,0.0,0,509.49,4410.74,0,0,1,0,0,0,0,1,1,0,0
6026,3,2455-USLMV,24.21,84.75,2613.4,0.0,0,750.51,3363.91,0,0,0,1,0,0,0,1,0,1,0
6027,0,9488-FVZCC,32.59,79.5,5661.7,0.0,0,2346.4800000000005,8008.18,0,1,0,0,0,0,0,1,1,0,0
6028,0,5995-WWKKG,30.17,19.8,695.05,0.0,0,1116.29,1811.34,0,0,0,1,0,0,0,1,1,0,0
6029,3,7879-CGSFV,42.19,100.9,5552.05,0.0,0,2320.45,7872.5,0,0,1,0,0,0,0,1,0,1,0
6030,0,9921-EZKBY,10.36,95.3,3275.15,0.0,0,341.88,3617.03,0,0,0,1,0,0,0,1,1,0,0
6031,2,7432-FFVAR,6.26,90.95,4236.6,0.0,50,287.96,4574.56,0,0,1,0,0,0,1,0,1,0,0
6032,2,7246-ZGQDF,33.21,54.5,54.5,0.0,0,33.21,87.71000000000001,1,0,0,0,0,0,1,0,1,0,0
6033,0,4456-RHSNB,7.42,49.6,962.9,0.0,0,140.98,1103.8799999999999,1,0,0,0,0,0,0,1,1,0,0
6034,3,2481-SBOYW,32.05,25.0,1498.35,0.0,0,1955.0499999999997,3453.3999999999996,0,0,1,0,0,0,0,1,0,1,0
6035,2,7109-MFBYV,29.07,45.45,1233.15,0.0,0,755.82,1988.9700000000003,0,0,0,1,0,0,1,0,1,0,0
6036,0,1833-TCXKK,29.81,107.75,4882.8,0.0,0,1341.45,6224.25,0,0,1,0,0,0,0,1,1,0,0
6037,3,1832-PEUTS,37.75,89.1,5411.65,0.0,0,2340.5,7752.15,0,0,1,0,0,0,0,1,0,1,0
6038,1,8660-BUETV,34.89,44.75,148.05,0.0,10,104.67,262.72,1,0,0,0,0,0,1,0,0,1,0
6039,0,0580-PIQHM,14.73,101.6,3930.55,0.0,0,603.9300000000001,4534.4800000000005,0,0,1,0,0,0,0,1,1,0,0
6040,2,5696-CEIQJ,13.26,103.15,6895.5,0.0,0,888.42,7783.92,0,1,0,0,0,0,1,0,1,0,0
6041,1,1696-HXOWK,5.22,95.65,6856.95,0.0,0,370.62,7227.57,0,1,0,0,0,0,1,0,0,1,0
6042,2,3026-ATZYV,1.12,75.1,2658.8,0.0,0,41.440000000000005,2700.2400000000002,0,0,0,1,0,0,1,0,1,0,0
6043,3,4012-YCFAI,22.22,61.35,3766.2,0.0,0,1333.1999999999998,5099.4,1,0,0,0,0,0,0,1,0,1,0
6044,1,9970-QBCDA,31.02,19.7,129.55,0.0,0,186.12,315.67,0,0,0,0,0,1,1,0,0,1,0
6045,2,9496-IVVRP,44.84,51.0,581.7,0.0,60,493.24,1134.94,1,0,0,0,0,0,1,0,1,0,0
6046,0,2657-VPXTA,32.76,88.85,929.45,0.0,0,327.59999999999997,1257.05,1,0,0,0,0,0,0,1,1,0,0
6047,1,6551-VLJMV,4.42,20.05,679.0,0.0,0,150.28,829.28,0,0,0,1,0,0,1,0,0,1,0
6048,3,1221-GHZEP,23.18,65.1,3846.75,0.0,0,1437.16,5283.91,1,0,0,0,0,0,0,1,0,1,0
6049,3,9289-LBQVU,32.93,70.15,4480.7,0.0,0,2107.52,6588.219999999999,1,0,0,0,0,0,0,1,0,1,0
6050,3,3458-IDMFK,29.38,20.75,499.4,0.0,0,734.5,1233.9,0,0,0,1,0,0,0,1,0,1,0
6051,3,6933-FHBZC,35.75,56.05,1553.2,0.0,0,929.5,2482.7,0,0,0,1,0,0,0,1,0,1,0
6052,0,0221-NAUXK,7.86,19.95,219.5,0.0,0,78.60000000000001,298.1,1,0,0,0,0,0,0,1,1,0,0
6053,1,9770-KXGQU,29.39,98.6,5311.85,0.0,0,1557.67,6869.52,1,0,0,0,0,0,1,0,0,1,0
6054,3,6538-POCHL,17.63,79.0,2576.8,0.0,0,581.79,3158.59,0,0,0,1,0,0,0,1,0,1,0
6055,0,3002-WQZWT,16.38,74.2,1993.25,0.0,0,475.02,2468.27,0,0,0,1,0,0,0,1,1,0,0
6056,2,4277-UDIEF,45.68,81.0,1923.85,0.0,0,1096.32,3020.17,0,0,0,1,0,0,1,0,1,0,0
6057,0,1208-NBVFH,13.18,49.6,939.8,0.0,0,263.6,1203.4,1,0,0,0,0,0,0,1,1,0,0
6058,0,4912-PIGUY,7.34,84.6,84.6,0.0,0,7.34,91.94,0,0,0,0,0,1,0,1,1,0,0
6059,0,2725-TTRIQ,37.84,84.2,5986.55,0.0,0,2724.4800000000005,8711.03,0,1,0,0,0,0,0,1,1,0,0
6060,0,3374-TTZTK,49.82,106.3,5487.0,0.0,0,2590.64,8077.639999999999,1,0,0,0,0,0,0,1,1,0,0
6061,2,8990-ZXLSU,29.87,69.05,651.5,0.0,0,268.83,920.3299999999999,0,0,0,0,0,1,1,0,1,0,0
6062,3,2275-RBYQS,49.33,45.4,45.4,0.0,0,49.33,94.72999999999999,0,0,0,0,0,1,0,1,0,1,0
6063,0,4419-UJMUS,8.46,99.35,6856.45,0.0,0,583.74,7440.19,0,1,0,0,0,0,0,1,1,0,0
6064,3,7794-JASDG,45.77,50.75,50.75,0.0,0,45.77,96.52000000000001,0,0,0,0,0,1,0,1,0,1,0
6065,2,7609-YBPXG,18.54,87.1,4735.2,0.0,80,1001.16,5816.36,1,0,0,0,0,0,1,0,1,0,0
6066,3,5519-TEEUH,21.16,20.15,682.15,0.0,0,698.28,1380.4299999999998,0,0,0,1,0,0,0,1,0,1,0
6067,2,0804-XBFBV,0.0,25.2,321.05,0.0,0,0.0,321.05,1,0,0,0,0,0,1,0,1,0,0
6068,0,2676-OXPPQ,3.16,55.7,335.65,0.0,0,18.96,354.60999999999996,1,0,0,0,0,0,0,1,1,0,0
6069,2,3703-TTEPD,16.16,65.35,1424.4,0.0,0,339.36,1763.7600000000002,1,0,0,0,0,0,1,0,1,0,0
6070,0,2799-TSLAG,34.03,25.3,1748.55,0.0,0,2211.9500000000003,3960.5,1,0,0,0,0,0,0,1,1,0,0
6071,1,2208-NKVVH,2.81,24.25,1077.95,0.0,0,120.83,1198.78,1,0,0,0,0,0,1,0,0,1,0
6072,2,7139-JZFVG,43.24,60.5,3694.45,0.0,0,2594.4,6288.85,1,0,0,0,0,0,1,0,1,0,0
6073,1,4987-GQWPO,0.0,25.1,382.8,0.0,0,0.0,382.8,1,0,0,0,0,0,1,0,0,1,0
6074,2,1757-TCATG,41.02,20.05,746.75,0.0,0,1435.7,2182.45,0,0,0,1,0,0,1,0,1,0,0
6075,1,4776-XSKYQ,0.0,30.25,368.85,0.0,0,0.0,368.85,1,0,0,0,0,0,1,0,0,1,0
6076,1,8048-DSDFQ,13.08,20.2,20.2,0.0,0,13.08,33.28,1,0,0,0,0,0,1,0,0,1,0
6077,0,5753-QQWPW,11.32,59.9,1654.7,0.0,0,316.96000000000004,1971.66,0,0,0,1,0,0,0,1,1,0,0
6078,2,6010-DDPPW,9.03,25.15,1940.85,0.0,0,632.0999999999999,2572.95,0,1,0,0,0,0,1,0,1,0,0
6079,1,6693-FRIRW,7.56,101.3,1794.65,0.0,0,136.07999999999998,1930.73,1,0,0,0,0,0,1,0,0,1,0
6080,3,6586-MYGKD,18.26,76.95,5289.8,0.0,0,1278.2,6568.0,0,1,0,0,0,0,0,1,0,1,0
6081,3,3173-NVMPX,23.36,55.3,501.2,0.0,0,210.24,711.44,1,0,0,0,0,0,0,1,0,1,0
6082,0,0623-GDISB,16.42,48.45,48.45,0.0,0,16.42,64.87,1,0,0,0,0,0,0,1,1,0,0
6083,1,2892-GESUL,20.0,19.35,309.25,0.0,0,360.0,669.25,1,0,0,0,0,0,1,0,0,1,0
6084,1,2043-WVTQJ,17.68,55.7,55.7,0.0,0,17.68,73.38,1,0,0,0,0,0,1,0,0,1,0
6085,3,8034-RYTVV,44.85,84.25,4589.85,0.0,0,2466.75,7056.6,1,0,0,0,0,0,0,1,0,1,0
6086,0,3863-QSTYI,16.8,64.65,3735.45,0.0,0,991.2,4726.65,1,0,0,0,0,0,0,1,1,0,0
6087,0,5044-LRQAQ,41.22,69.2,477.55,0.0,0,288.53999999999996,766.0899999999999,1,0,0,0,0,0,0,1,1,0,0
6088,2,1716-LSAMB,45.21,54.65,2553.7,0.0,0,2034.45,4588.15,1,0,0,0,0,0,1,0,1,0,0
6089,0,1333-PBMXB,28.87,24.75,1342.15,0.0,0,1558.98,2901.13,1,0,0,0,0,0,0,1,1,0,0
6090,3,6546-OPBBH,42.55,23.95,1216.35,0.0,0,2170.0499999999997,3386.3999999999996,1,0,0,0,0,0,0,1,0,1,0
6091,0,9127-QRZMH,17.61,59.85,2603.95,0.0,0,774.8399999999999,3378.79,1,0,0,0,0,0,0,1,1,0,0
6092,1,5919-VCZYM,40.28,20.05,42.7,0.0,0,80.56,123.26,1,0,0,0,0,0,1,0,0,1,0
6093,0,9644-KVCNC,19.68,92.15,6056.9,0.0,0,1298.8799999999999,7355.78,0,1,0,0,0,0,0,1,1,0,0
6094,1,2137-DQMEV,0.0,44.8,2983.65,0.0,0,0.0,2983.65,0,1,0,0,0,0,1,0,0,1,0
6095,1,8174-LNWMW,26.16,20.9,689.35,0.0,0,810.96,1500.31,1,0,0,0,0,0,1,0,0,1,0
6096,2,7964-VEXDG,13.39,80.35,1747.2,0.0,0,281.19,2028.39,0,0,0,0,1,0,1,0,1,0,0
6097,0,2404-JIBFC,8.39,85.1,4657.95,0.0,0,461.45000000000005,5119.4,1,0,0,0,0,0,0,1,1,0,0
6098,1,4632-PAOYU,37.4,19.95,433.5,0.0,0,822.8,1256.3,0,0,0,0,1,0,1,0,0,1,0
6099,2,2990-OGYTD,3.2,86.15,5883.85,0.0,0,214.4,6098.25,0,1,0,0,0,0,1,0,1,0,0
6100,1,7880-XSOJX,0.0,42.4,146.4,0.0,0,0.0,146.4,1,0,0,0,0,0,1,0,0,1,0
6101,2,4589-IUAJB,28.54,24.25,1724.15,0.0,0,1997.8,3721.95,0,1,0,0,0,0,1,0,1,0,0
6102,3,8457-XIGKN,29.12,19.6,356.15,0.0,0,582.4,938.55,0,0,0,0,1,0,0,1,0,1,0
6103,2,6072-NUQCB,37.7,20.25,488.25,0.0,0,829.4000000000001,1317.65,0,0,0,0,1,0,1,0,1,0,0
6104,3,8838-GPHZP,16.57,20.6,1298.7,0.0,0,1043.91,2342.61,1,0,0,0,0,0,0,1,0,1,0
6105,2,8750-QWZAJ,48.44,19.8,1378.75,0.0,0,3390.7999999999997,4769.549999999999,0,1,0,0,0,0,1,0,1,0,0
6106,2,6918-UMQCG,48.86,80.2,384.25,0.0,0,244.3,628.55,0,0,0,0,0,1,1,0,1,0,0
6107,3,0675-NCDYU,28.86,116.4,8543.25,0.0,0,2077.92,10621.17,0,1,0,0,0,0,0,1,0,1,0
6108,0,6339-DKLMK,0.0,31.65,389.95,0.0,0,0.0,389.95,0,0,0,0,1,0,0,1,1,0,0
6109,1,1346-PJWTK,17.73,94.15,5731.85,0.0,0,1081.53,6813.38,1,0,0,0,0,0,1,0,0,1,0
6110,2,5088-QZLRL,1.47,20.65,20.65,0.0,0,1.47,22.119999999999997,0,0,0,0,0,1,1,0,1,0,0
6111,1,4397-FRLTA,32.54,20.15,84.5,0.0,0,130.16,214.66,0,0,0,0,0,1,1,0,0,1,0
6112,1,3057-VJJQE,20.39,55.25,1924.1,0.0,0,713.65,2637.75,1,0,0,0,0,0,1,0,0,1,0
6113,2,2302-OUZXB,22.01,82.15,5784.3,0.0,0,1584.72,7369.02,0,1,0,0,0,0,1,0,1,0,0
6114,3,2270-CHBFN,32.72,95.1,4060.55,0.0,0,1439.6799999999998,5500.23,0,0,1,0,0,0,0,1,0,1,0
6115,0,5982-FPVQN,41.03,95.15,3532.85,0.0,0,1518.1100000000001,5050.96,1,0,0,0,0,0,0,1,1,0,0
6116,0,9107-UKCKY,27.88,79.8,4914.8,0.0,70,1700.6799999999998,6685.48,0,0,1,0,0,0,0,1,1,0,0
6117,3,4654-ULTTN,8.28,74.8,5315.8,0.0,0,579.5999999999999,5895.4,0,1,0,0,0,0,0,1,0,1,0
6118,2,5546-BYZSM,15.48,20.45,775.6,0.0,0,634.6800000000001,1410.2800000000002,0,0,1,0,0,0,1,0,1,0,0
6119,2,1492-KGETH,35.9,78.35,5445.95,0.0,0,2513.0,7958.95,0,1,0,0,0,0,1,0,1,0,0
6120,2,4163-HFTUK,29.33,19.1,1007.8,0.0,0,1495.83,2503.63,0,0,1,0,0,0,1,0,1,0,0
6121,1,8215-NGSPE,3.14,20.0,833.55,0.0,0,131.88,965.43,0,0,1,0,0,0,1,0,0,1,0
6122,2,8859-YSTWS,11.02,19.95,1004.5,0.0,0,528.96,1533.46,0,0,1,0,0,0,1,0,1,0,0
6123,1,7601-DHFWZ,30.82,24.0,1183.05,0.0,0,1479.3600000000001,2662.41,0,0,1,0,0,0,1,0,0,1,0
6124,1,1998-VHJHK,20.18,19.15,501.35,0.0,0,544.86,1046.21,1,0,0,0,0,0,1,0,0,1,0
6125,3,0487-VVUVK,19.09,19.15,477.6,0.0,0,477.25,954.85,1,0,0,0,0,0,0,1,0,1,0
6126,1,5063-IUOKK,10.11,19.75,265.75,0.0,0,131.43,397.18,0,0,0,0,1,0,1,0,0,1,0
6127,3,4508-OEBEY,27.37,75.5,2424.45,0.0,0,848.47,3272.92,1,0,0,0,0,0,0,1,0,1,0
6128,0,0027-KWYKW,34.91,83.75,1849.95,0.0,0,802.93,2652.88,0,0,0,0,1,0,0,1,1,0,0
6129,1,2308-STERM,6.65,19.4,61.05,0.0,0,13.3,74.35,1,0,0,0,0,0,1,0,0,1,0
6130,2,5982-XMDEX,33.71,26.5,1698.55,0.0,0,2191.15,3889.7,0,0,1,0,0,0,1,0,1,0,0
6131,1,6051-PTVNS,27.7,19.15,998.1,0.0,0,1523.5,2521.6,0,0,1,0,0,0,1,0,0,1,0
6132,1,2877-VDUER,0.0,40.9,1383.6,0.0,0,0.0,1383.6,1,0,0,0,0,0,1,0,0,1,0
6133,3,9152-AMKAK,22.95,80.25,493.4,0.0,0,137.7,631.0999999999999,0,0,0,0,0,1,0,1,0,1,0
6134,0,9432-VOFYX,35.88,70.8,1207.0,0.0,0,609.96,1816.96,0,0,0,0,1,0,0,1,1,0,0
6135,1,8049-WJCLQ,19.77,60.2,563.5,0.0,0,197.7,761.2,0,0,0,0,1,0,1,0,0,1,0
6136,1,6586-PSJOX,1.63,55.2,864.55,0.0,80,24.45,969.0,0,0,0,0,1,0,1,0,0,1,0
6137,2,9705-ZJBCG,19.63,54.15,701.05,0.0,0,255.19,956.24,0,0,0,0,1,0,1,0,1,0,0
6138,3,9670-BPNXF,8.4,62.55,2796.45,0.0,0,378.0,3174.45,0,0,1,0,0,0,0,1,0,1,0
6139,0,3913-FCUUW,6.85,70.45,5165.7,0.0,0,493.2,5658.9,0,1,0,0,0,0,0,1,1,0,0
6140,0,3301-VKTGC,29.67,85.5,5696.6,0.0,0,2017.5600000000002,7714.160000000001,1,0,0,0,0,0,0,1,1,0,0
6141,2,9555-SAHUZ,46.27,54.5,2076.05,0.0,0,1758.2600000000002,3834.3100000000004,1,0,0,0,0,0,1,0,1,0,0
6142,1,0816-TSPHQ,27.67,20.75,44.2,0.0,0,55.34,99.54,1,0,0,0,0,0,1,0,0,1,0
6143,1,9932-WBWIK,47.88,20.35,215.25,0.0,0,526.6800000000001,741.9300000000001,0,0,0,0,1,0,1,0,0,1,0
6144,0,5286-YHCVC,40.49,104.8,7470.1,0.0,0,2915.28,10385.380000000001,1,0,0,0,0,0,0,1,1,0,0
6145,0,9115-YQHGA,34.49,51.1,2092.9,0.0,0,1379.6000000000001,3472.5,0,0,1,0,0,0,0,1,1,0,0
6146,0,8963-MQVYN,43.97,20.55,469.85,0.0,0,967.3399999999999,1437.19,0,0,0,0,1,0,0,1,1,0,0
6147,2,2458-EOMRE,40.96,64.05,733.95,0.0,90,450.56,1274.51,0,0,0,0,1,0,1,0,1,0,0
6148,1,6542-LWGXJ,0.0,25.0,78.25,0.0,0,0.0,78.25,0,0,0,0,0,1,1,0,0,1,0
6149,1,5567-GZKQY,29.25,20.3,1131.5,0.0,0,1696.5,2828.0,0,0,1,0,0,0,1,0,0,1,0
6150,1,1222-LRYKO,38.28,26.35,184.05,0.0,0,229.68,413.73,0,0,0,0,0,1,1,0,0,1,0
6151,3,2087-QAREY,39.83,54.7,1178.75,0.0,0,876.26,2055.01,0,0,0,0,1,0,0,1,0,1,0
6152,1,4423-JWZJN,45.35,90.25,5629.15,0.0,0,2902.4,8531.55,0,0,1,0,0,0,1,0,0,1,0
6153,1,6490-FGZAT,32.34,20.65,109.3,0.0,0,194.04000000000002,303.34000000000003,0,0,0,0,0,1,1,0,0,1,0
6154,2,7452-FOLON,46.57,25.45,958.45,0.0,0,1816.23,2774.6800000000003,1,0,0,0,0,0,1,0,1,0,0
6155,1,2320-TZRRH,38.74,19.5,403.15,0.0,0,774.8000000000001,1177.95,1,0,0,0,0,0,1,0,0,1,0
6156,3,4942-VZZOM,37.46,66.15,4392.5,0.0,0,2397.44,6789.9400000000005,0,0,1,0,0,0,0,1,0,1,0
6157,3,7502-BNYGS,31.88,69.1,3168.0,0.0,0,1466.48,4634.48,0,0,1,0,0,0,0,1,0,1,0
6158,1,6147-CBCRA,4.15,20.05,669.45,0.0,0,136.95000000000002,806.4000000000001,1,0,0,0,0,0,1,0,0,1,0
6159,2,6047-SUHPR,13.8,59.8,2343.85,0.0,140,538.2,3022.05,1,0,0,0,0,0,1,0,1,0,0
6160,0,9752-ZNQUT,7.99,48.6,48.6,0.0,0,7.99,56.59,0,0,0,0,0,1,0,1,1,0,0
6161,0,5666-MBJPT,20.43,25.1,1725.0,0.0,0,1327.95,3052.95,0,0,1,0,0,0,0,1,1,0,0
6162,2,7312-XSBAT,41.79,49.75,49.75,0.0,0,41.79,91.53999999999999,0,0,0,0,0,1,1,0,1,0,0
6163,0,3096-GKWEB,34.17,94.75,1691.9,0.0,0,615.0600000000001,2306.96,1,0,0,0,0,0,0,1,1,0,0
6164,0,2371-JQHZZ,46.91,93.0,2248.05,0.0,40,1125.84,3413.8900000000003,1,0,0,0,0,0,0,1,1,0,0
6165,0,0674-GCDXG,42.59,71.9,4479.2,0.0,0,2683.17,7162.37,0,0,1,0,0,0,0,1,1,0,0
6166,3,1121-QSIVB,5.07,77.55,3471.1,0.0,0,223.08,3694.18,0,0,1,0,0,0,0,1,0,1,0
6167,0,4396-KLSEH,6.88,19.85,63.0,0.0,0,27.52,90.52,0,0,0,0,0,1,0,1,1,0,0
6168,0,2824-MYYBN,1.6,95.25,3314.15,0.0,0,59.2,3373.35,1,0,0,0,0,0,0,1,1,0,0
6169,0,6345-HOVES,0.0,25.05,852.7,0.0,0,0.0,852.7,1,0,0,0,0,0,0,1,1,0,0
6170,1,8318-LCNBW,0.0,53.15,1930.9,0.0,0,0.0,1930.9,1,0,0,0,0,0,1,0,0,1,0
6171,2,6469-QJKZW,45.84,20.15,91.4,0.0,0,183.36,274.76,1,0,0,0,0,0,1,0,1,0,0
6172,2,6370-ZVHDV,40.37,25.3,1554.9,0.0,0,2462.5699999999997,4017.47,0,0,1,0,0,0,1,0,1,0,0
6173,2,5915-DGNVC,25.1,71.8,3472.05,0.0,0,1229.9,4701.950000000001,0,0,1,0,0,0,1,0,1,0,0
6174,1,6260-XLACS,23.04,19.7,117.8,0.0,0,92.16,209.95999999999998,1,0,0,0,0,0,1,0,0,1,0
6175,2,3566-CAAYU,0.0,49.85,3210.35,0.0,0,0.0,3210.35,0,0,1,0,0,0,1,0,1,0,0
6176,3,4983-CCWMC,28.97,69.6,207.4,0.0,20,86.91,314.31,1,0,0,0,0,0,0,1,0,1,0
6177,2,9103-CXVOK,30.38,19.75,19.75,0.0,0,30.38,50.129999999999995,1,0,0,0,0,0,1,0,1,0,0
6178,2,2896-TBNBE,12.97,80.8,3132.75,0.0,0,518.8000000000001,3651.55,0,0,1,0,0,0,1,0,1,0,0
6179,2,3841-CONLJ,0.0,35.0,35.0,0.0,0,0.0,35.0,1,0,0,0,0,0,1,0,1,0,0
6180,2,4475-NVTLU,17.23,19.2,903.7,0.0,0,775.35,1679.0500000000002,0,0,1,0,0,0,1,0,1,0,0
6181,3,9386-LDCZR,36.78,90.65,3882.3,0.0,0,1581.54,5463.84,0,0,1,0,0,0,0,1,0,1,0
6182,3,9585-KKMFD,16.02,20.0,879.8,0.0,0,656.8199999999999,1536.62,1,0,0,0,0,0,0,1,0,1,0
6183,0,5399-ZIMKF,32.81,74.65,383.65,0.0,0,164.05,547.7,1,0,0,0,0,0,0,1,1,0,0
6184,3,0336-KXKFK,0.0,61.2,4390.25,0.0,0,0.0,4390.25,1,0,0,0,0,0,0,1,0,1,0
6185,1,5619-XZZKR,6.86,19.95,68.2,0.0,0,27.44,95.64,1,0,0,0,0,0,1,0,0,1,0
